DATE,AAPL,AMZN,BA,DWDP,JNJ,JPM,NEE,PG,SPG,VZ,XOM
8/8/2017,156.4483378,985.789978,235.0829547,62.4970471,128.9489982,92.57379112,143.7990019,89.86636054,156.6556501,47.31694901,77.54568184
8/9/2017,157.2786702,975.27002,231.7045108,62.48715273,129.9008837,91.81223957,144.0440499,90.15202093,155.9992936,46.97499256,77.49710738
8/10/2017,153.4504843,954.679993,229.5369188,61.86376291,129.9008972,91.06056667,143.9166314,90.31948031,155.4105088,46.76004821,77.3949819
8/11/2017,154.8795143,951.380005,228.5768314,62.36840817,130.2738167,90.23966747,143.7499668,89.92546129,150.5747322,46.60372578,76.69861003
8/14/2017,157.5390459,976.190002,233.3079069,62.57620937,130.3915504,91.31772515,144.4655489,89.88605995,152.5727492,47.04338306,76.62015492
8/15/2017,158.91844,982,233.5949586,62.53663026,130.7154247,91.63420911,144.5733751,90.50664412,151.6790722,47.082463,76.18858981
8/16/2017,158.9283595,973.219971,234.9806178,62.90274465,131.3631134,90.87265636,145.8378779,90.81200983,153.602136,47.1117727,75.82569695
8/17/2017,156.6359856,960.320007,232.8427281,62.49704393,130.5486034,89.50777859,145.4065684,90.69381,153.455719,46.789356,74.74681003
8/18/2017,155.5245349,954.650024,232.1696894,62.17051097,129.9107153,89.20118201,145.1223049,90.47709433,148.8774151,46.41808792,74.58989552
8/21/2017,153.9268159,945.460022,231.9519485,62.50694055,129.7242617,89.17151985,146.7200609,90.97946566,148.9164698,46.59394926,74.61931571
8/22/2017,156.8146332,955.5,233.6939255,63.35791628,130.4210114,90.00230166,147.0533404,91.20603052,149.2776467,46.68188611,75.06067284
8/23/2017,157.6680737,954.200012,234.7628715,63.82297974,130.1756651,89.8440529,146.7644131,90.90066161,149.3264697,47.08245945,75.00182491
8/24/2017,157.3405752,941.140015,234.1789113,63.63497685,129.8027638,90.40781493,146.9518829,90.6642578,152.6552592,47.07269377,74.73700102
8/25/2017,158.0550975,944.099976,233.1891554,63.59539008,129.9865386,90.79353569,147.0110675,91.0287247,152.1378711,47.31694469,74.96259881
8/28/2017,158.7100511,942.25,232.2092812,63.60528661,129.8581596,90.13087794,148.0371829,90.60515612,152.3916764,47.19970383,74.79585585
8/29/2017,158.7795215,936.330017,233.6642378,63.36781036,129.6705036,89.31986533,148.1358552,90.86126481,151.9621489,47.2192478,74.61931666
8/30/2017,161.3696128,956.909973,236.5543679,63.08085684,129.2754719,90.1902186,148.1654608,90.28993591,150.7712209,46.8968309,74.59969897
8/31/2017,162.2329706,972.76001,235.970402,64.35731521,129.6211237,89.80449969,148.2049164,90.46724232,152.7528621,46.82843733,74.58988682
9/1/2017,162.3818208,976.880005,236.7226091,64.97081244,129.3149739,89.95284877,147.6622682,90.88096572,153.2604762,46.67211437,74.85470683
9/5/2017,159.3352486,960.369995,233.8126893,64.297943,128.1101128,88.04400827,147.3070794,90.66425514,152.2842816,46.21291501,75.1391406
9/6/2017,159.2955599,960.599976,231.9420282,63.33812791,128.5940268,88.65721396,146.271088,90.97947201,153.3580991,45.548546,76.09052109
9/7/2017,159.1367632,972.549988,231.8925414,63.54592035,128.6335285,87.11431665,146.45855,90.94992024,154.4611622,45.01118578,77.1007377
9/8/2017,157.3207398,963.469971,232.8031333,63.96150924,129.2458412,87.27255747,145.0969662,91.1272315,155.7204496,44.65945715,77.12035393
9/11/2017,158.670362,974.219971,236.861182,64.51562621,129.393984,87.97477853,146.0342961,91.51140244,155.6814009,45.0600339,77.38517672
9/12/2017,157.5588956,975.52002,236.5048695,67.08834437,130.2926845,89.11216933,145.9553494,91.81676323,153.2604763,45.31406489,77.71863788
9/13/2017,156.7054577,979.419983,234.6638909,67.57320164,130.2136842,89.32975592,146.0737562,92.05317681,153.9437939,45.60716616,77.85595175
9/14/2017,156.8840784,987.73999,240.0185356,68.49344304,130.3519458,89.74515168,145.6790942,91.78721553,156.3647266,45.92958111,78.23846677
9/15/2017,156.7947668,984.030029,243.6905825,68.77050171,132.5147649,89.76493679,147.2084141,91.43259124,159.3225729,45.97843418,78.02269361
9/18/2017,156.7947688,968.169983,246.3629528,68.88923941,132.4456324,90.84297623,145.4127016,91.47200171,157.3311517,46.41808804,78.16981072
9/19/2017,157.2314141,967.460022,249.0551083,68.90902758,132.682672,91.50562861,145.7481686,91.94481727,155.0176042,46.90659708,78.4542449
9/20/2017,152.6565828,962.159973,249.6687724,68.9288243,130.6975824,92.68259464,143.952437,92.42749597,155.2909241,47.95200707,78.71906084
9/21/2017,151.5848229,962.02002,251.8165643,69.36419325,129.7495258,93.15732552,144.514849,91.068125,155.3787837,47.71752325,78.22866186
9/22/2017,149.4115282,954.419983,253.5090736,68.94860999,129.6408782,93.39468954,144.2484428,90.70365451,154.7150028,47.89338488,78.14038185
9/25/2017,148.0222,932.890015,248.9264555,68.48354094,129.2063375,92.42543676,143.8833782,90.94992142,155.193306,48.60660746,78.44443934
9/26/2017,150.5328957,931.75,250.9455613,68.60228389,129.1964662,92.31663697,144.9489762,90.82185835,156.9309034,48.26465601,79.01330179
9/27/2017,152.3687884,943.299988,251.371162,67.55340716,127.8237044,93.5430552,143.7649901,88.98965717,155.8668793,47.99108823,79.23888854
